,,,,,,,,(USD millions),,,,2009-12-31 00:00:00,2010-12-31 00:00:00,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00,TY - 2030,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Core Discounted cash flow analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(USD millions),,,,2009-12-31 00:00:00,2010-12-31 00:00:00,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00,2036-12-31 00:00:00,2037-12-31 00:00:00,2038-12-31 00:00:00,2039-12-31 00:00:00,2040-12-31 00:00:00,TY - 2040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-Core Discounted cash flow analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Other Bets Revenue,,,,,,,,,,448,810,477,595,659,657,753,1068,1527,1625.095,1491.26132682039,2269.99663334777,4002.86477395078,5618.47337909654,7652.16443332402,10703.0342162953,13138.0617191557,16167.0342362678,20059.7821665755,24716.7188378585,30781.5944145178,37653.3859276238,45296.7529774974,53652.3474768856,62639.6006970966,72160.5551384209,74325.3717925735
,,,,,,,,% change Y/Y,,,,,,,,,,,0.808035714285714,-0.411111111111111,0.247379454926625,0.107563025210084,-0.00303490136570561,0.146118721461187,0.418326693227092,0.429775280898876,0.0642403405370006,-0.0823543689320388,0.522199089134678,0.763379167680701,0.403613086222539,0.361965060080877,0.398693704187177,0.227508148965178,0.230549420596479,0.240783057264456,0.232152903387091,0.245375432574394,0.223243520805571,0.202992821537097,0.184463431706444,0.167509040011396,0.151995771610428,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Other Bets EBITDA Loss*,,,,,,,,,,-3708.75,-3543.15,-6121.45,-9135.6,-7560.1,-4567.0916,-5510.12955,-4645.5455085,-4061.06909565,-3758.640240125,-7185.31791108987,-5570.2717532,-4879.4320094,-3415.65763096,-1917.625644989,163.104497888025,1804.63239229212,3460.32486564936,5069.9541272729,6542.13161738398,7313.51583669238,6943.92074600027,9485.90563519829,12577.0170284326,16249.7710944997,20523.6814689616,24527.3726915493
,,,,,,,,Other Bets Capex,,,,,,,,,,-1225.9,-884.35,-649.75,369.15,868.25,-1159.2,-966,-1023.5,-1955,-3105,-3392.5,-3680,-4830,-5117.5,-5405,-5405,-5405,-5405,-5405,-5405,-5405,,,,,,
,,,,,,,,Other Bets SBC,,,,,,,,,,-708.4,-903.9,-587.65,-687.7,-700.35,-878.1584,-645.82045,-715.5244915,-860.93090435,-742.459759875,-585.807088910125,-789.2282468,-1250.0679906,-1635.71736904,-2084.374355011,-2727.60449788803,-3104.13239229212,-3494.82486564936,-3839.4541272729,-4046.63161738398,-4128.01583669238,,,,,,
,,,,,,,,Unlevered free cash flow,,,,,,,,,,-5643.05,-5331.4,-7358.85,-9454.15,-7392.2,-6604.45,-7121.95,-6384.57,-6877,-7606.1,-11163.625,-10039.5,-10959.5,-10168.875,-9407,-7969.5,-6704.5,-5439.5,-4174.5,-2909.5,-2219.5,-1180.46652682005,-664.01339446388,-125.770170284326,487.493132834992,820.947258758463,4414.92708447887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
