,,,,,,,,(USD millions),,,,2009-12-31 00:00:00,2010-12-31 00:00:00,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00,TY - 2035,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Core Discounted cash flow analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2009-FY,2010-FY,2011-FY,2012-FY,2013-FY,2014-FY,2015-FY,2016-FY,2017-FY,2018-FY,2019-FY,2020-FY,2021-FY,2022-FY,2023-FY,2024-FY,2025-FY,2026-FY,2027-FY,2028-FY,2029-FY,2030-FY,,,,,,2031-FY,2032-FY,2033-FY,2034-FY,2035-FY,2036-FY,2037-FY,2038-FY,2039-FY,2040-FY,,
,,,,,,,,Period-End Date,,,,2009-12-31 00:00:00,2010-12-31 00:00:00,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,,,,,,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00,2036-12-31 00:00:00,2037-12-31 00:00:00,2038-12-31 00:00:00,2039-12-31 00:00:00,2040-12-31 00:00:00,,
,,,,,,,,Morgan Stanley | Google DCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(USD millions),,,,2009-12-31 00:00:00,2010-12-31 00:00:00,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00,2036-12-31 00:00:00,2037-12-31 00:00:00,2038-12-31 00:00:00,2039-12-31 00:00:00,2040-12-31 00:00:00,,TY - 2040,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Discounted cash flow analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Other Bets Revenue,,,,,,,,,,448,810,477,595,659,657,753,1068,1527,1648,1537,2362.675,4201.732,5960.632,8207.582,11603.007,14416.83075,17956.8751875,22549.939621875,28123.222670625,35445.818938875,43890.5556407094,53458.3817036586,64121.3739717433,75824.1043795379,88486.4091970684,,91141.0014729805,,,,,
,,,,,,,,% change Y/Y,,,,NA,NA,NA,NA,NA,NA,NA,0.808035714285714,-0.411111111111111,0.247379454926625,0.107563025210084,-0.00303490136570561,0.146118721461187,0.418326693227092,0.429775280898876,0.0792403405370006,-0.0673543689320388,0.537199089134678,0.778379167680701,0.418613086222539,0.376965060080877,0.413693704187177,0.242508148965178,0.245549420596479,0.255783057264456,0.247152903387091,0.260375432574394,0.238243520805571,0.217992821537097,0.199463431706444,0.182509040011396,0.166995771610428,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Other Bets EBITDA Loss*,,,,,,,,,,-3225,-3081,-5323,-7944,-6574,-3971.384,-4791.417,-4039.60479,-3531.364431,-3268.3828175,-6248.1025313825,-4843.714568,-4242.984356,-2970.1370704,-1667.50056086,141.8299981635,1569.24555851488,3008.97814404292,4408.655762846,5688.81010207303,6359.57898842816,8971.97136849015,12264.2562644488,16313.5612555766,21186.5362689875,26936.7584709061,,31899.3505155432,,,,,
,,,,,,,,Other Bets Capex,,,,,,,,,,-1066,-769,-565,321,755,-1008,-840,-890,-1700,-2700,-2950,-3200,-4200,-4450,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,,,,,,,,,,,
,,,,,,,,Other Bets SBC,,,,,,,,,,-616,-786,-511,-598,-609,-763.616,-561.583,-622.19521,-748.635569,-645.6171825,-509.3974686175,-686.285432,-1087.015644,-1422.3629296,-1812.49943914,-2371.8299981635,-2699.24555851488,-3038.97814404292,-3338.655762846,-3518.81010207302,-3589.57898842816,,,,,,,,,,,,
,,,,,,,,Unlevered free cash flow,,,,,,,,,,-4907,-4636,-6399,-8221,-6428,-5743,-6193,-5551.8,-5980,-6614,-9707.5,-8730,-9530,-8842.5,-8180,-6930,-5830,-4730,-3630,-2530,-1930,-1345.79570527352,-613.212813222441,163.135612555766,1059.32681344937,1616.20550825436,,6379.87010310863,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Adj. EBITDA Margin,,,,,,,,,,-7.19866071428571,-3.8037037037037,-11.1593291404612,-13.3512605042017,-9.97572078907436,-6.04472450532725,-6.36310358565737,-3.78240148876405,-2.31261586836935,-1.98324200091019,-4.06512851749024,-2.05009769350419,-1.00981794079204,-0.498292306990266,-0.203165872830756,0.0122235553390169,0.108848164047073,0.167566913097303,0.195506322268344,0.202281586598361,0.17941690102844,0.20441690102844,0.22941690102844,0.25441690102844,0.27941690102844,0.304416901028441,,0.35,,,,,
,,,,,,,,UFCF / Adj. EBITDA,,,,,,,,,,1.5215503875969,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15,-0.05,0.01,0.05,0.06,,0.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NPV Calculations,,,,,,,,,,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,,,,,,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00,2036-12-31 00:00:00,2037-12-31 00:00:00,2038-12-31 00:00:00,2039-12-31 00:00:00,2040-12-31 00:00:00,,
,,,,,,,,Year for 1-year forward value,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,1,2,3,4,5,,,,,,6,7,8,9,10,11,12,13,14,15,,
,,,,,,,,Discounted cash flows,,,,,,,,,,,,,,,,,,,,-9707.5,-8060.58085118072,-8124.50836623137,-6960.35439602182,-5945.13447960152,-4650.43639261678,,,,,,-3612.27764578614,-2705.98761350622,-1917.44706585603,-1233.92673591728,-869.117024265014,-559.56711129443,-235.416207213237,57.8263806065568,346.704351336234,488.402641916206,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-Core Fair value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PV of FCF,,,-53689.3205156315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NPV of terminal value,,,36342.9477771203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Enterprise value,,,-17346.3727385113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(-) Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(+) Cash & equivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equity value,,,-17346.3727385113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Fully Diluted Shares,,,12183.4537238766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equity fair value per share,,,-1.42376481510466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DCF valuation assumptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cost of Equity,,,0.08663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cost of Debt,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Marginal Tax-Rate,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Long-Term Debt / Total Cap.,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WACC,,,0.0830485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Perpetual growth rate,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Total Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Net revenue,,,,,,,,43261,52505,60646,73479,89183,110093,131768,149749,212071,233881,256508,295118,342910,418064.865750791,496302.250943554,583205.673800094,679027.159609343,783767.900324198,896900.615052624,1019449.28728858,1151415.82764426,1292385.61283155,1442378.56712305,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Adj. EBITDA,,,,,,,,22469,25650,29626,36563,43476,45912,56806,67780,106531,110132,120452,150486,175128,237513.840574669,291875.169502756,355341.565580651,429426.019073054,511658.478724845,595730.391836587,685463.989714309,778635.563942633,878063.550082876,980096.531648282,,,,,,,,,,,,
,,,,,,,,(-) Cash taxes,,,,,,,,-1932,-2819,-3338,-5917,-6798.25,-8728.25,-9906.25,-12020.5,-22683.5,-17832,-21429.25,-29953.75,-39706.5,-43912.1979773321,-49658.6423387978,-56438.9531801135,-64491.5525566181,-73748.9208880295,-84523.9040911898,-98057.6707562466,-114715.31594175,-137828.345540906,-162801.497126354,,,,,,,,,,,,
,,,,,,,,(+/-) Changes in working capital,,,,,,,,156,672,-409,3300,9246,4908,819,1827,-1523,-2235,-3845,-8406,618,-3551.39023758827,4426.73438695214,4374.12356006173,4036.17944100738,3925.15177685941,4250.93941957943,2359.39435850684,101.376975894371,-6221.92693500323,-6736.77918114012,,,,,,,,,,,,
,,,,,,,,(-) Capex,,,,,,,,-7358,-10959,-9915,-9972,-13130,-25100,-23548,-22281,-24640,-31485,-32251,-52535,-91447,-184955.84497189,-249859.017304858,-293609.783685794,-335059.999082199,-371068.041350865,-402207.217962214,-426579.617060393,-447257.384131901,-463244.292963217,-473736.595472165,,,,,,,,,,,,
,,,,,,,,(-) Stock-based compensation,,,,,,,,-3127,-4175,-5203,-6703,-7679,-9353,-10794,-12859,-15376,-19362,-22460,-22785,-24953,-27780.7231408855,-30178.1413166897,-32452.6812574949,-35909.8403131577,-39368.8494728617,-43029.1292282223,-46668.93314469,-50241.5177173762,-53907.9036343431,-57619.8835175213,,,,,,,,,,,,
,,,,,,,,Unlevered free cash flow,,,,,,,,10208,8369,10761,17271,25114.75,7638.75,13376.75,22446.5,42308.5,39218,40466.75,36806.25,19639.5,-22686.3157530265,-33393.8970706378,-22785.728982689,-1999.19343791361,31397.8187899475,70221.0799745401,116517.163111486,166522.723127499,216861.081009407,279201.776351102,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
,,,,,,,,Current Market Price ,,,622.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Fully Diluted Shares,,,12183.4537238766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equity Value,,,7582494.25959183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(+) Debt,,,96547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(-) Cash & equivalents,,,203236.422047887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Enterprise Value,,,7475804.83754394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Current Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/Gross Revenue,,,,,,,,,,,82.8142152333386,67.4376874073695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/Net Revenue,,,,,,,,,,,101.740699213979,83.8254469746919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/EBITDA,,,,,,,,,,,204.463661010966,171.952452791056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/FCF,,,,,,,,,,,286.824924706259,311.99886638888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P/E (GAAP),,,,,,,,,,,446.499525834275,689.073482561997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P/E (Non-GAAP),,,,,,,,,,,361.904114027714,487.668402410906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P/FCF,,,,,,,,,,,290.918288044499,316.451494494881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Scenario Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/Gross Revenue,,,,,,,,,,,39.4131479940911,32.0951124958062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/Net Revenue,,,,,,,,,,,48.4206874851671,39.8944159281768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/EBITDA,,,,,,,,,,,97.3088558302818,81.8360404757244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/FCF,,,,,,,,,,,136.506433997951,148.487279150394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P/E (GAAP),,,,,,,,,,,215.791668736212,333.026818799169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P/E (Non-GAAP),,,,,,,,,,,174.907000276473,235.688443676492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P/FCF,,,,,,,,,,,140.599797336191,152.939907256395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Tax / NOL worksheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GAAP pre-tax income,,,,8381.189,10796,12326,13386,15899,17259,19651,24150,27193,34913,39625,48082,90734,71328,85717,119815,158826,175648.791909328,198634.569355191,225755.812720454,257966.210226472,294995.683552118,338095.616364759,392230.683024986,458861.263767001,551313.382163623,651205.988505415,,,,,,,,,,,,
,,,,,,,,Beginning NOL value,,,,186.7,187.8,362,420,1048,440,554,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,NOL used,,,,186.7,187.8,362,420,1048,440,554,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,Ending NOL value,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Taxable income,,,,8194.489,10608.2,11964,12966,14851,16819,19097,23668,27193,34913,39625,48082,90734,71328,85717,119815,158826,175648.791909328,198634.569355191,225755.812720454,257966.210226472,294995.683552118,338095.616364759,392230.683024986,458861.263767001,551313.382163623,651205.988505415,,,,,,,,,,,,
,,,,,,,,Assumed cash tax rate,,,,0.231375013133827,0.205030071077091,0.122952189903042,0.156871818602499,0.130092249680156,0.167608062310482,0.17479185212337,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,,,,,,,,,
,,,,,,,,Cash taxes paid,,,,-1896,-2175,-1471,-2034,-1932,-2819,-3338,-5917,-6798.25,-8728.25,-9906.25,-12020.5,-22683.5,-17832,-21429.25,-29953.75,-39706.5,-43912.1979773321,-49658.6423387978,-56438.9531801135,-64491.5525566181,-73748.9208880295,-84523.9040911898,-98057.6707562466,-114715.31594175,-137828.345540906,-162801.497126354,,,,,,,,,,,,
